step,sampled_distance,greedy_baseline_distance,reinforce_loss,gradient_norm_before_clip,validation_distance
43,6.715548515319824,5.359189033508301,-31.815692901611328,1.9101862907409668,
44,6.690962791442871,5.375585556030273,-30.46116828918457,2.222926378250122,
45,6.678513526916504,5.431489944458008,-28.311504364013672,2.224008083343506,
46,6.617245197296143,5.462859153747559,-26.657434463500977,1.5003963708877563,
47,6.564411163330078,5.360133171081543,-28.917827606201172,2.410889148712158,
48,6.6876606941223145,5.51309871673584,-27.2203311920166,2.5990145206451416,
49,6.638233184814453,5.422097206115723,-28.312875747680664,2.707791805267334,
50,6.583112716674805,5.353206634521484,-27.153945922851562,1.335575819015503,
51,6.660696506500244,5.492908477783203,-26.082855224609375,2.1239876747131348,
52,6.518275260925293,5.357898712158203,-26.227128982543945,2.042417287826538,
53,6.454343318939209,5.484287261962891,-20.8199520111084,1.2094714641571045,
54,6.552858829498291,5.450943946838379,-24.455860137939453,2.2900450229644775,
55,6.465725898742676,5.491797924041748,-20.428625106811523,0.7240886688232422,
56,6.42494535446167,5.398392200469971,-21.310781478881836,1.5727509260177612,
57,6.497051239013672,5.339531898498535,-23.55357551574707,2.033778429031372,
58,6.423858165740967,5.381728172302246,-21.436262130737305,2.292058229446411,
59,6.57575798034668,5.4884538650512695,-23.128686904907227,2.3630006313323975,
60,6.480777740478516,5.518566131591797,-19.822528839111328,2.3975870609283447,
61,6.3527116775512695,5.422990798950195,-19.653581619262695,2.1048924922943115,
62,6.443121433258057,5.435054779052734,-20.941877365112305,3.06245493888855,
63,6.362884044647217,5.448853492736816,-18.350614547729492,2.7296972274780273,
64,6.251829624176025,5.343636989593506,-18.833850860595703,2.364504337310791,
65,6.386789798736572,5.404207229614258,-19.609527587890625,3.4480299949645996,
66,6.2458906173706055,5.36868953704834,-17.398414611816406,2.6868247985839844,
67,6.262655735015869,5.461080551147461,-15.225241661071777,1.4644005298614502,
68,6.306637763977051,5.465137004852295,-17.18569564819336,3.144514322280884,
69,6.249530792236328,5.499505996704102,-14.4352388381958,2.009007692337036,
70,6.220681667327881,5.400508880615234,-15.636383056640625,1.8918389081954956,
71,6.1276984214782715,5.514786720275879,-11.436023712158203,2.101172685623169,
72,6.159378528594971,5.47651481628418,-12.78030776977539,2.0918474197387695,
73,6.104842662811279,5.2977190017700195,-14.172772407531738,1.426755666732788,
74,6.101861953735352,5.366262435913086,-13.195120811462402,2.0621118545532227,
75,6.020377159118652,5.37586784362793,-11.623706817626953,5.043217658996582,
76,6.042675971984863,5.479680061340332,-9.606592178344727,2.543199300765991,
77,6.02248477935791,5.369132041931152,-11.603849411010742,2.951164960861206,
78,5.972274303436279,5.44696044921875,-8.990564346313477,3.4253973960876465,
79,6.021153450012207,5.481376647949219,-8.873359680175781,2.110680341720581,
80,5.879216194152832,5.3767781257629395,-8.65014934539795,2.118708848953247,5.340432643890381
81,5.782227516174316,5.3449249267578125,-6.947953701019287,2.0815117359161377,
82,5.895953178405762,5.24527645111084,-10.359807968139648,1.8853076696395874,
83,5.808950901031494,5.232213973999023,-9.904895782470703,5.390945911407471,
84,5.974673271179199,5.437091827392578,-8.86439037322998,1.6146011352539062,
85,5.859438896179199,5.3856353759765625,-7.713232040405273,2.5991673469543457,
86,5.756125450134277,5.346083641052246,-6.160679340362549,2.1410365104675293,
87,5.888952255249023,5.33118200302124,-9.01148509979248,2.500541925430298,
88,5.734569072723389,5.23091459274292,-7.826168060302734,2.1695291996002197,
89,5.677736282348633,5.187417507171631,-7.572182655334473,4.1783246994018555,
90,5.686389446258545,5.188611030578613,-7.537980556488037,1.530409574508667,
91,5.749713897705078,5.304454803466797,-6.706127166748047,2.426396608352661,
92,5.686578750610352,5.221066951751709,-7.236573219299316,2.1978158950805664,
93,5.502839088439941,5.143919944763184,-5.566511154174805,2.4989728927612305,
94,5.704372406005859,5.297900199890137,-6.2825822830200195,4.0453925132751465,
95,5.574806213378906,5.167330741882324,-5.890974044799805,2.1180002689361572,
96,5.702840805053711,5.153800010681152,-7.948447227478027,2.9760639667510986,
97,5.597150802612305,5.149736404418945,-7.007204055786133,3.3074233531951904,
98,5.586849689483643,5.115235328674316,-6.506491661071777,2.694523334503174,
99,5.455102920532227,5.097374439239502,-4.943681716918945,3.033909559249878,
100,5.5260329246521,5.12045431137085,-5.723960876464844,3.3418071269989014,
101,5.63935661315918,5.216357231140137,-6.1914777755737305,2.251478433609009,
102,5.49998664855957,5.044865608215332,-6.549836158752441,3.8277602195739746,
103,5.534027099609375,5.115835666656494,-5.814036846160889,1.9854477643966675,
104,5.430848598480225,5.097532272338867,-4.443411350250244,3.3774607181549072,
105,5.409604072570801,5.007077693939209,-6.104480743408203,5.129589080810547,
106,5.458461761474609,5.0373311042785645,-6.35858154296875,3.635289192199707,
107,5.501286506652832,5.137667655944824,-4.774118423461914,1.6124773025512695,
108,5.460647106170654,4.986419200897217,-6.558717727661133,5.015872478485107,
109,5.488264083862305,5.138428688049316,-4.8911638259887695,3.4641315937042236,
110,5.388405799865723,5.052014350891113,-4.505097389221191,2.737527847290039,
111,5.434900283813477,5.129310131072998,-3.728466510772705,1.827682614326477,
112,5.43532133102417,5.11983585357666,-4.187007904052734,6.507022380828857,
113,5.484122276306152,5.047449588775635,-5.231680393218994,2.9356765747070312,
114,5.2643327713012695,4.958069801330566,-4.14504337310791,3.915719509124756,
115,5.445213317871094,5.114038467407227,-4.44736385345459,4.85166072845459,
116,5.486056804656982,5.144806385040283,-4.531844139099121,2.9122443199157715,
117,5.369902610778809,5.0380859375,-4.3664398193359375,1.9026376008987427,
118,5.416306495666504,5.009326934814453,-5.291524887084961,2.2736752033233643,
119,5.409707546234131,5.027536869049072,-4.5254364013671875,5.121360778808594,
120,5.321455955505371,5.0169782638549805,-3.6261191368103027,4.27148962020874,5.0486345291137695
121,5.367195129394531,5.069064140319824,-3.66807222366333,2.5963501930236816,
122,5.332113742828369,5.0039873123168945,-4.1637749671936035,4.267526626586914,
123,5.33038330078125,4.964357852935791,-4.505104064941406,2.048191785812378,
124,5.407947063446045,5.120855331420898,-3.8497512340545654,3.741128921508789,
125,5.289117336273193,5.004371166229248,-3.406183958053589,2.6354238986968994,
126,5.315750598907471,5.044740676879883,-3.592881679534912,4.16274356842041,
127,5.368885040283203,5.070911407470703,-3.9251630306243896,3.096470355987549,
128,5.452609062194824,5.111824989318848,-4.426085472106934,4.855767250061035,
129,5.251358985900879,5.009416580200195,-2.832817554473877,2.871450901031494,
130,5.432182788848877,5.145083427429199,-3.4602818489074707,4.111237049102783,
131,5.401309013366699,5.024745464324951,-4.580752372741699,3.433791399002075,
132,5.379701614379883,5.030544281005859,-4.335757255554199,2.214898109436035,
133,5.347268104553223,5.037258148193359,-3.611414909362793,3.294079542160034,
134,5.288712978363037,5.015095233917236,-3.3427343368530273,2.8375236988067627,
135,5.3273162841796875,5.042449474334717,-3.455273151397705,1.827250361442566,
136,5.320053577423096,5.004054069519043,-3.669811248779297,3.6944544315338135,
137,5.377797603607178,5.1041998863220215,-3.517385959625244,2.183493137359619,
138,5.268098831176758,4.980381011962891,-3.211123466491699,2.1371076107025146,
139,5.243821620941162,4.939646244049072,-3.709256172180176,3.962843894958496,
140,5.303377628326416,4.9586029052734375,-4.479271411895752,3.0886926651000977,
141,5.28547477722168,5.017948150634766,-3.0201120376586914,2.8502490520477295,
142,5.419072151184082,5.100185394287109,-4.470000267028809,5.217476844787598,
143,5.30601692199707,4.98641300201416,-3.6106863021850586,3.7753045558929443,
144,5.293859004974365,5.013822555541992,-3.2946009635925293,3.1563973426818848,
145,5.310863971710205,5.072385311126709,-3.098388433456421,2.6384072303771973,
146,5.104970455169678,4.858148097991943,-2.855682134628296,2.130793809890747,
147,5.2827606201171875,5.033154010772705,-2.9661314487457275,1.6978397369384766,
148,5.300050735473633,5.10007905960083,-2.4801483154296875,1.8607227802276611,
149,5.3219404220581055,5.086820602416992,-2.9492239952087402,3.084691286087036,
150,5.267765998840332,5.001147270202637,-2.9157209396362305,2.394069194793701,
151,5.236371994018555,5.014352798461914,-2.445361375808716,2.3636701107025146,
152,5.184141159057617,4.906129837036133,-2.923095226287842,2.540681838989258,
153,5.271238327026367,5.037001609802246,-3.015962600708008,3.1341004371643066,
154,5.229218482971191,5.005405902862549,-2.472242832183838,1.8607906103134155,
155,5.306088924407959,5.075577259063721,-2.5111641883850098,1.774993896484375,
156,5.235230445861816,4.982429027557373,-2.7090227603912354,1.1840311288833618,
157,5.163199424743652,4.951077461242676,-2.4855520725250244,2.442263603210449,
158,5.1967573165893555,4.996570587158203,-2.150066375732422,3.120819568634033,
159,5.206230163574219,5.029176712036133,-1.9696998596191406,2.068253993988037,
160,5.13679313659668,4.994351863861084,-1.6691906452178955,2.778029680252075,5.062591552734375
161,5.131638526916504,4.9077677726745605,-2.8659214973449707,4.59378719329834,
162,5.142607688903809,4.938686370849609,-2.2392208576202393,3.906320571899414,
163,5.167416572570801,4.971316337585449,-2.0270907878875732,2.093418836593628,
164,5.254024505615234,5.030097007751465,-2.4735403060913086,1.5513849258422852,
165,5.226805686950684,5.0838236808776855,-1.743577480316162,2.4303925037384033,
166,5.211909294128418,5.07742977142334,-1.9276999235153198,4.836825370788574,
167,5.170319557189941,4.934361457824707,-2.725574254989624,3.441922426223755,
168,5.224184036254883,5.085672378540039,-2.0380983352661133,6.379591941833496,
169,5.213089466094971,4.981302261352539,-2.634944200515747,3.837568998336792,
170,5.261430263519287,5.059667587280273,-2.0740747451782227,2.027695894241333,
171,5.1142802238464355,5.0107645988464355,-1.1045252084732056,1.818904995918274,
172,5.222481727600098,5.040256500244141,-1.891608476638794,1.4034061431884766,
173,5.14437198638916,4.949169158935547,-2.3205647468566895,2.997983694076538,
174,5.179919242858887,4.976017475128174,-2.180203437805176,3.0644726753234863,
175,5.077114105224609,4.991888523101807,-1.217012882232666,5.733408451080322,
176,5.221996307373047,4.984342575073242,-2.50785756111145,4.588497161865234,
177,5.192307949066162,5.021744728088379,-1.886222243309021,1.8445826768875122,
178,5.122701168060303,4.9319024085998535,-2.045003890991211,3.5462350845336914,
179,5.068134784698486,4.9421586990356445,-1.1328771114349365,2.3416669368743896,
180,5.219767093658447,5.0137410163879395,-2.038123369216919,1.1894193887710571,
181,5.294799327850342,5.098785877227783,-2.285648822784424,1.968004822731018,
182,5.148468017578125,4.925477504730225,-2.5047457218170166,3.0199499130249023,
183,5.173673629760742,4.983138084411621,-2.1012043952941895,2.982729911804199,
184,5.1898064613342285,5.020009994506836,-2.0306344032287598,1.7107514142990112,
185,5.170417785644531,4.9790239334106445,-2.0023491382598877,2.216667413711548,
186,5.165719985961914,4.966022491455078,-2.1698343753814697,2.752540111541748,
187,5.141773700714111,4.97695779800415,-1.7483651638031006,2.0759594440460205,
188,5.124100685119629,4.9175310134887695,-2.1216416358947754,3.1683356761932373,
189,5.169936180114746,4.975456237792969,-1.9968454837799072,2.0291829109191895,
190,5.1791300773620605,5.038848400115967,-1.5351206064224243,4.771975994110107,
191,5.154295444488525,4.956053733825684,-1.977036714553833,2.5827672481536865,
192,5.131692409515381,4.908175468444824,-2.2768096923828125,1.6058984994888306,
193,5.168848037719727,5.009063720703125,-1.6220660209655762,1.2278153896331787,
194,5.16550350189209,5.044785022735596,-1.573720097541809,3.041792392730713,
195,5.1891913414001465,5.0247087478637695,-1.6788884401321411,3.034862995147705,
196,5.230547904968262,5.0407023429870605,-2.1233253479003906,2.6150338649749756,
197,5.2067365646362305,5.023169040679932,-1.7384076118469238,1.3239327669143677,
198,5.255082130432129,4.996343612670898,-2.4675183296203613,4.009810924530029,
199,5.166793346405029,4.977202892303467,-1.9107015132904053,2.8793277740478516,
200,5.12784481048584,4.934262752532959,-2.2130942344665527,2.348911762237549,5.132915496826172
201,5.17568302154541,5.050655841827393,-1.3060555458068848,3.06667423248291,
202,5.23660945892334,5.004630088806152,-2.264981269836426,2.200634241104126,
203,5.1450300216674805,5.01690149307251,-1.2566922903060913,1.70823335647583,
204,5.205166816711426,5.03326940536499,-1.6871364116668701,5.127948760986328,
205,5.14898681640625,4.949490070343018,-1.9901893138885498,5.300539493560791,
206,5.236299514770508,5.0689311027526855,-1.9156620502471924,2.31887149810791,
207,5.1523332595825195,4.982796669006348,-1.5314555168151855,1.5285725593566895,
208,5.111074447631836,4.945979118347168,-1.4401321411132812,2.099468946456909,
209,5.1708831787109375,4.993869781494141,-1.7106096744537354,1.9752999544143677,
210,5.22796630859375,5.014835357666016,-2.2630791664123535,1.8087416887283325,
211,5.13088321685791,4.978549003601074,-1.445979118347168,2.3739781379699707,
212,5.269099235534668,5.082503318786621,-1.6304008960723877,1.853379487991333,
213,5.053311347961426,4.8035430908203125,-2.221039056777954,4.13579797744751,
214,5.221129417419434,5.01020622253418,-2.029262065887451,5.237335681915283,
215,5.087348937988281,4.9484543800354,-1.2953006029129028,2.4583377838134766,
216,5.181018352508545,5.036334991455078,-1.3464686870574951,3.367150068283081,
217,5.144152641296387,4.940534591674805,-1.9319288730621338,1.9796018600463867,
218,5.092151641845703,4.929277420043945,-1.5549566745758057,2.317749261856079,
219,5.177978515625,5.036098480224609,-1.6343437433242798,2.17569899559021,
220,5.1107497215271,4.919863700866699,-2.1122303009033203,1.8866910934448242,
221,5.089822769165039,4.946804523468018,-1.3910644054412842,2.678699493408203,
222,5.17856502532959,5.091414928436279,-0.920900821685791,4.402190685272217,
223,5.117241859436035,4.988163948059082,-1.2388482093811035,2.274416923522949,
224,5.109871864318848,4.940896987915039,-1.6291853189468384,1.3293819427490234,
225,5.105593204498291,4.919041156768799,-1.4482479095458984,3.6594927310943604,
226,5.216867446899414,5.05177116394043,-1.6644458770751953,5.161545276641846,
227,5.195583343505859,5.040901184082031,-1.4904862642288208,1.9407902956008911,
228,5.129080772399902,4.980477333068848,-1.4121402502059937,3.7155239582061768,
229,5.272139549255371,5.090214729309082,-1.5681800842285156,4.36370325088501,
230,5.132908821105957,4.947454452514648,-1.8550374507904053,2.6460700035095215,
231,5.163909912109375,5.032427787780762,-1.350347638130188,3.082582712173462,
232,5.108750820159912,4.947054862976074,-1.5612189769744873,2.1464970111846924,
233,5.108366012573242,4.900897026062012,-1.9974967241287231,2.8330347537994385,
234,5.045639991760254,4.929751396179199,-1.2454380989074707,2.5437428951263428,
235,5.118452072143555,5.000962257385254,-0.9599181413650513,4.351342678070068,
236,5.148657321929932,4.998887062072754,-1.4685345888137817,2.015096426010132,
237,5.129173278808594,4.9313788414001465,-1.6372506618499756,2.143949270248413,
238,5.122213840484619,4.99249267578125,-1.253287434577942,1.27596116065979,
239,5.083111763000488,4.978790283203125,-0.8386642336845398,3.9264070987701416,
240,5.105798721313477,4.976104259490967,-1.1599444150924683,3.3039627075195312,5.036340713500977
241,5.185128211975098,5.018326759338379,-1.6857631206512451,3.641014337539673,
242,5.110157012939453,5.021689414978027,-1.0117307901382446,2.43178391456604,
243,5.0761494636535645,4.905668258666992,-1.4401084184646606,4.722820281982422,
244,5.114046096801758,4.94131326675415,-1.4620598554611206,0.9215287566184998,
245,5.094162464141846,5.0181684494018555,-0.717093825340271,1.9845445156097412,
246,5.063421249389648,4.943031311035156,-1.1058038473129272,1.9016977548599243,
247,5.138051509857178,4.901423931121826,-2.2442526817321777,3.39656138420105,
248,5.187371253967285,5.071515083312988,-1.20149564743042,3.6601643562316895,
249,5.057949066162109,4.91725492477417,-1.4062066078186035,3.8091084957122803,
250,5.183802604675293,5.001548767089844,-1.606480598449707,6.622054576873779,
251,5.183011054992676,5.036293029785156,-1.4599074125289917,4.048340320587158,
252,5.109562873840332,4.9140706062316895,-1.8634278774261475,3.2232933044433594,
253,5.166609287261963,5.007925033569336,-1.3879413604736328,1.8393347263336182,
254,5.196084022521973,4.97993278503418,-2.134899854660034,3.51401686668396,
255,5.049588203430176,4.934739589691162,-1.026427984237671,2.088904857635498,
256,5.107943058013916,4.972369194030762,-1.2208471298217773,1.8857840299606323,
257,5.1731109619140625,4.987303733825684,-1.8263925313949585,3.0709662437438965,
258,4.973128318786621,4.883399486541748,-0.8003811240196228,1.9098801612854004,
259,5.039253234863281,4.914854049682617,-1.031672477722168,2.144740581512451,
260,5.153108596801758,4.996886253356934,-1.4112571477890015,1.7030029296875,
261,5.08598518371582,4.972969055175781,-0.9100416302680969,3.258531093597412,
262,5.177427291870117,5.063139915466309,-1.0101375579833984,2.4906177520751953,
263,5.112020969390869,5.012819766998291,-0.8037415146827698,3.1581032276153564,
264,5.090051651000977,4.966268539428711,-1.1408207416534424,2.193300724029541,
265,5.165904998779297,5.039643287658691,-1.4826346635818481,1.7172116041183472,
266,5.123777866363525,4.931420803070068,-1.6457606554031372,2.8265140056610107,
267,5.18168306350708,5.068902969360352,-1.0417816638946533,2.840320348739624,
268,5.124454975128174,4.980655193328857,-1.1691068410873413,2.442983627319336,
269,5.057557106018066,4.953891754150391,-1.1371574401855469,2.407738208770752,
270,5.101843357086182,4.951817035675049,-1.3113996982574463,1.6578125953674316,
271,5.101824760437012,5.034111499786377,-0.6075142025947571,1.8662019968032837,
272,5.060491561889648,4.962788105010986,-0.8466514348983765,3.4115841388702393,
273,5.1573944091796875,5.043024063110352,-0.9611003398895264,2.1859498023986816,
274,5.137740612030029,4.962579727172852,-1.459327220916748,1.8921247720718384,
275,5.006588935852051,4.929375171661377,-0.7094918489456177,1.488832950592041,
276,5.140811920166016,5.053793907165527,-0.7706044316291809,3.560088872909546,
277,5.130031585693359,5.031477451324463,-0.8536611199378967,4.030115127563477,
278,5.137060165405273,5.005152702331543,-1.0745110511779785,5.65906286239624,
279,5.1941633224487305,4.989507675170898,-1.6539911031723022,3.825119733810425,
280,5.127483367919922,4.994785308837891,-1.1402018070220947,1.8052165508270264,5.077601432800293
281,5.135636329650879,5.028713703155518,-0.9459986090660095,3.8390023708343506,
282,5.035653114318848,4.9204301834106445,-0.9786087870597839,2.401489019393921,
283,5.090202808380127,4.977684020996094,-0.967930793762207,1.9445464611053467,
284,5.006308078765869,4.90272331237793,-0.9040482044219971,2.7339794635772705,
285,5.1525139808654785,5.020414352416992,-1.3410580158233643,4.501343727111816,
286,5.100749969482422,4.976366996765137,-1.18735933303833,3.120462656021118,
287,5.092660903930664,4.986935138702393,-0.9508969783782959,2.7141551971435547,
288,5.081155776977539,4.953596115112305,-1.2618839740753174,3.0069398880004883,
289,5.005782604217529,4.907773971557617,-0.9041932821273804,2.208621025085449,
290,5.133362770080566,4.978646755218506,-1.4217920303344727,2.5359222888946533,
291,5.086936950683594,4.950718879699707,-1.1635875701904297,3.007692337036133,
292,5.191426753997803,5.058941841125488,-1.2579457759857178,3.0849733352661133,
293,5.099635601043701,4.919027328491211,-1.5453433990478516,1.8032609224319458,
294,5.102616310119629,4.962280750274658,-1.3877711296081543,5.6837592124938965,
295,5.154729843139648,5.0624613761901855,-0.7746481895446777,5.5694966316223145,
296,4.98777961730957,4.858965873718262,-0.9665809869766235,2.959563732147217,
297,5.218888282775879,5.044979095458984,-1.3419265747070312,6.323660373687744,
298,5.089873313903809,4.9618916511535645,-1.1118906736373901,1.8881815671920776,
299,5.053443908691406,4.927318096160889,-1.0014865398406982,1.86184561252594,
300,5.057141304016113,4.957866668701172,-0.8243394494056702,3.3963913917541504,
301,5.047735214233398,4.927062511444092,-0.9004737138748169,1.2965413331985474,
302,5.053448677062988,4.929636478424072,-1.1830711364746094,6.894092082977295,
303,5.070083141326904,4.955044746398926,-1.0229315757751465,2.660076141357422,
304,5.149349212646484,5.048362731933594,-0.8805718421936035,2.2693066596984863,
305,5.135489463806152,4.971437931060791,-1.2460198402404785,2.9598236083984375,
306,5.166051864624023,5.03554630279541,-1.140108346939087,2.776153564453125,
307,5.106797218322754,5.045952320098877,-0.7052157521247864,3.524994373321533,
308,5.069737911224365,4.994607925415039,-0.6863396763801575,1.600576639175415,
309,5.120595932006836,5.014023780822754,-0.8327056765556335,1.6977245807647705,
310,5.095123291015625,5.003345489501953,-0.6867323517799377,2.8344907760620117,
311,5.160996913909912,5.061598777770996,-0.93897545337677,3.1886656284332275,
312,5.128639221191406,5.021615982055664,-0.9420219659805298,3.309473991394043,
313,5.133780479431152,5.0504231452941895,-0.7352660894393921,2.33912992477417,
314,5.173559188842773,5.147945404052734,-0.4331141710281372,2.6163923740386963,
315,4.998124599456787,4.905961990356445,-0.9560431838035583,3.861654043197632,
316,5.017849922180176,4.904438018798828,-0.9869900345802307,2.047234535217285,
317,5.065238952636719,4.972293376922607,-0.7813379764556885,2.1941654682159424,
318,5.040948867797852,4.976727485656738,-0.6434739232063293,4.377251148223877,
319,5.166110038757324,5.068040370941162,-1.0394790172576904,2.9073092937469482,
320,5.08857536315918,5.002634048461914,-0.8120626211166382,3.8887431621551514,5.042611122131348
321,5.054178714752197,4.8932695388793945,-1.2639943361282349,2.1003201007843018,
322,5.04041051864624,4.952191352844238,-0.7050381302833557,1.663063406944275,
323,5.110499382019043,4.994596481323242,-0.9617342948913574,4.3482465744018555,
324,5.1156134605407715,5.035126209259033,-0.6952975392341614,4.150502681732178,
325,5.09588623046875,5.027468681335449,-0.5528336763381958,3.0025012493133545,
326,5.033487319946289,5.018022060394287,-0.32111692428588867,2.0472497940063477,
327,5.176482200622559,5.005364418029785,-1.3169108629226685,2.8120875358581543,
328,5.045578479766846,5.0023393630981445,-0.3606846034526825,2.2351176738739014,
329,5.050981044769287,4.963350296020508,-0.6852664947509766,2.0460708141326904,
330,5.107593059539795,4.979465007781982,-0.9847285151481628,1.972535490989685,
331,5.186785697937012,5.075626850128174,-0.8386359810829163,3.328253984451294,
332,5.0875244140625,4.986388206481934,-0.8895787596702576,2.010308027267456,
333,5.150501728057861,5.059839248657227,-0.9196904897689819,3.956200122833252,
334,5.139488220214844,5.062273025512695,-0.8534582853317261,2.5218567848205566,
335,5.163970947265625,5.049497127532959,-1.1393823623657227,5.103317737579346,
336,5.060731410980225,5.003729820251465,-0.5962939262390137,2.435940742492676,
337,5.0831427574157715,4.999279499053955,-0.7825294733047485,2.980062961578369,
338,5.088852882385254,4.973227500915527,-0.8313453197479248,2.2044570446014404,
339,5.1011834144592285,5.064477920532227,-0.38070422410964966,1.4371337890625,
340,5.192898750305176,5.145263671875,-0.37279027700424194,4.442495346069336,
341,5.065670490264893,4.991735935211182,-0.5773338675498962,3.5224876403808594,
342,5.128390312194824,4.9948577880859375,-0.9423390626907349,2.982187032699585,
343,5.0611186027526855,5.012124538421631,-0.45005112886428833,3.603208303451538,
344,5.124621391296387,5.036484241485596,-0.84227055311203,3.7019643783569336,
345,5.065964221954346,4.944087982177734,-1.06098210811615,3.682870864868164,
346,5.269846439361572,5.1097612380981445,-1.0800700187683105,1.9426647424697876,
347,5.104904651641846,4.99923038482666,-0.8247193098068237,3.886593818664551,
348,5.077136993408203,4.952670574188232,-1.085431456565857,6.084726810455322,
349,5.049140930175781,4.889891624450684,-1.259688138961792,5.84716796875,
350,5.071530818939209,4.9633684158325195,-0.8538193106651306,2.9250288009643555,
351,5.030862331390381,4.947013854980469,-0.7381383180618286,2.082958936691284,
352,5.086714267730713,4.914362907409668,-1.3256340026855469,2.937747001647949,
353,5.056911945343018,4.9608869552612305,-0.8961610794067383,2.5383646488189697,
354,5.197624683380127,5.076656341552734,-0.9517180323600769,1.8890137672424316,
355,5.132114887237549,5.02219295501709,-0.9489611387252808,3.6437041759490967,
356,5.032613277435303,4.9464216232299805,-0.7000579237937927,5.237858295440674,
357,5.081101417541504,5.01622200012207,-0.6358053684234619,2.8647472858428955,
358,5.003230571746826,4.923520088195801,-0.7151689529418945,2.371034622192383,
359,5.052556991577148,4.902130126953125,-1.4203300476074219,3.8497776985168457,
360,5.176893711090088,5.0756330490112305,-0.8610506057739258,2.711294651031494,4.992972373962402
361,5.078461647033691,5.000136375427246,-0.6827559471130371,1.644943118095398,
362,5.0606818199157715,4.9969072341918945,-0.4776725172996521,2.3636019229888916,
363,5.0088300704956055,4.969033241271973,-0.419050008058548,2.32639479637146,
364,5.0822577476501465,4.987227439880371,-0.8985058069229126,3.081796884536743,
365,5.123887538909912,5.026766777038574,-0.9018686413764954,2.7532835006713867,
366,5.114631175994873,4.984798431396484,-1.1319084167480469,2.2308502197265625,
367,5.113686561584473,4.9955644607543945,-1.0236866474151611,3.3576207160949707,
368,5.029091835021973,4.982360363006592,-0.416337788105011,2.5703070163726807,
369,5.113202095031738,5.04118537902832,-0.8877396583557129,2.8509697914123535,
370,5.063839912414551,4.978636741638184,-0.7962613105773926,5.193696022033691,
371,5.111717224121094,4.9909257888793945,-1.139894723892212,3.4011642932891846,
