step,sampled_distance,greedy_baseline_distance,reinforce_loss,gradient_norm_before_clip,validation_distance
372,5.14487886428833,5.020601749420166,-1.0673980712890625,3.1637122631073,
373,5.129205226898193,5.012773036956787,-0.7789919376373291,1.4708166122436523,
374,5.098499298095703,5.022014141082764,-0.6560147404670715,3.6742913722991943,
375,5.07684850692749,4.974041938781738,-0.8274588584899902,1.8931328058242798,
376,5.17015266418457,5.071423530578613,-0.8989496231079102,1.7886751890182495,
377,5.049285888671875,4.9975199699401855,-0.3636861741542816,4.265934467315674,
378,5.020647048950195,4.908301830291748,-0.9623096585273743,5.017301082611084,
379,5.0931596755981445,4.9975481033325195,-0.8363505601882935,2.335127830505371,
380,5.069805145263672,4.99855375289917,-0.6284481287002563,1.0068835020065308,
381,5.048016548156738,4.93861198425293,-0.9009994268417358,2.4413065910339355,
382,4.946880340576172,4.9165568351745605,-0.5024059414863586,2.1960463523864746,
383,5.069449424743652,4.993499755859375,-0.7110904455184937,4.6427741050720215,
384,5.138727188110352,5.062300205230713,-0.8930739760398865,2.549018383026123,
385,4.987649917602539,4.891299724578857,-0.7274438142776489,1.205082654953003,
386,5.087657928466797,5.006624221801758,-0.5731620788574219,2.814164400100708,
387,5.084259986877441,4.989996433258057,-0.7643928527832031,0.9425883293151855,
388,5.053563117980957,4.96323299407959,-0.7975497245788574,2.924004316329956,
389,5.078161239624023,5.001655578613281,-0.4670937657356262,1.2888516187667847,
390,5.078791618347168,5.038581371307373,-0.4471229314804077,2.846942901611328,
391,5.118474960327148,5.067619323730469,-0.5008077025413513,2.842336654663086,
392,5.1138153076171875,4.957644462585449,-1.316062569618225,2.332265853881836,
393,5.182337284088135,5.0464677810668945,-1.2106074094772339,4.896869659423828,
394,5.160391330718994,5.100043296813965,-0.6069928407669067,0.9827949404716492,
395,5.0911078453063965,5.064458847045898,-0.30695995688438416,2.2837674617767334,
396,5.107050895690918,5.008002281188965,-0.8568748831748962,2.238212823867798,
397,5.063976287841797,4.958845615386963,-0.810955286026001,1.7634146213531494,
398,5.061800479888916,4.95304012298584,-0.8307898044586182,3.2098546028137207,
399,5.0743207931518555,5.004136085510254,-0.6318192481994629,3.638963222503662,
400,5.121708869934082,5.019665241241455,-0.7784076929092407,1.2060457468032837,5.055952072143555
